class,cap-shape,veil-type,veil-color,ring-type,spore-print-color,population,habitat
e,f,p,w,e,n,s,g
e,f,p,w,e,n,s,g
e,x,p,w,e,k,a,g
e,f,p,w,p,n,y,g
p,f,p,w,p,n,s,g
e,x,p,w,e,n,a,g
e,f,p,w,p,k,y,u
p,f,p,w,p,n,s,u
e,f,p,w,e,n,s,g
e,x,p,w,e,n,s,g
e,f,p,w,p,n,y,p
e,x,p,w,e,n,s,g
e,x,p,w,e,k,a,g
p,f,p,w,p,n,s,g
e,f,p,w,e,k,s,g
e,f,p,w,e,n,s,g
e,x,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,e,k,s,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,s,g
e,f,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,e,n,s,g
p,x,p,w,p,n,s,u
e,f,p,w,e,n,a,g
e,x,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,a,g
e,x,p,w,p,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,e,k,a,g
e,x,p,w,e,k,a,g
p,f,p,w,p,n,s,u
p,f,p,w,p,k,v,u
e,x,p,w,e,k,a,g
e,x,p,w,p,n,v,u
e,f,p,w,e,k,s,g
e,x,p,w,e,k,a,g
p,f,p,w,p,k,s,g
e,b,p,w,p,n,s,g
e,x,p,w,e,k,a,g
p,f,p,w,p,k,s,u
e,x,p,w,e,k,a,g
e,x,p,w,e,n,s,g
e,x,p,w,e,k,s,g
p,f,p,w,p,n,v,u
e,f,p,w,e,k,a,g
e,x,p,w,e,n,a,g
e,f,p,w,e,n,s,g
e,x,p,w,e,n,a,g
p,f,p,w,p,k,v,g
e,x,p,w,e,n,s,g
e,f,p,w,e,n,a,g
p,f,p,w,p,k,v,u
e,f,p,w,e,k,a,g
e,f,p,w,p,n,v,d
e,x,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,e,n,s,g
p,f,p,w,p,n,s,g
e,f,p,w,p,k,v,d
p,x,p,w,p,k,v,g
e,x,p,w,p,n,s,g
e,x,p,w,e,k,a,g
e,x,p,w,p,n,s,g
p,x,p,w,l,h,y,g
e,f,p,w,e,n,a,g
e,f,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,f,p,w,e,k,s,g
e,x,p,w,e,k,s,g
p,x,p,w,p,k,v,u
e,f,p,w,p,n,y,d
e,x,p,w,p,n,n,g
e,f,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,x,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,e,k,s,g
e,x,p,w,e,k,a,g
e,f,p,w,e,n,a,g
e,x,p,w,p,k,v,d
p,f,p,w,p,n,s,u
e,x,p,w,p,k,v,d
e,f,p,w,e,k,s,g
e,f,p,w,e,n,a,g
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,e,n,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
p,f,p,w,p,n,v,g
e,x,p,w,e,k,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,e,k,a,g
e,x,p,w,p,n,y,d
e,x,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,e,k,a,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,s,g
e,x,p,w,e,k,s,g
e,f,p,w,p,n,y,d
e,f,p,w,e,k,a,g
e,f,p,w,e,k,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,e,n,s,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,a,g
e,x,p,w,e,n,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,e,k,a,g
p,f,p,w,p,k,s,g
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,e,n,a,g
e,x,p,w,e,n,a,g
e,x,p,w,e,n,a,g
e,x,p,w,e,n,a,g
e,x,p,w,e,n,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,n,s,g
e,f,p,w,e,k,a,g
e,x,p,w,e,n,s,g
e,f,p,w,p,k,y,d
e,x,p,w,e,n,a,g
e,f,p,w,e,n,a,g
e,f,p,w,e,k,s,g
e,x,p,w,e,n,s,g
e,f,p,w,e,n,a,g
e,f,p,w,e,k,a,g
e,x,p,w,p,n,v,d
e,f,p,w,e,k,a,g
e,f,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,e,k,s,g
e,f,p,w,e,n,a,g
e,f,p,w,p,n,y,g
p,f,p,w,p,k,v,u
e,f,p,w,e,k,a,g
e,f,p,w,e,k,s,g
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,e,n,a,g
e,x,p,w,e,k,s,g
e,x,p,w,e,n,s,g
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,e,k,s,g
e,x,p,w,e,k,a,g
e,f,p,w,e,k,s,g
e,f,p,w,e,k,s,g
p,f,p,w,p,k,s,u
e,b,p,w,p,n,s,g
e,x,p,w,p,n,v,d
e,f,p,w,e,k,a,g
e,x,p,w,e,n,s,g
e,x,p,w,e,n,s,g
e,f,p,w,p,u,v,d
e,x,p,w,e,n,a,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,s,g
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,e,k,s,g
e,f,p,w,e,n,s,g
p,f,p,w,p,n,v,u
e,f,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,e,n,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
p,x,p,w,p,k,v,g
e,x,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
p,f,p,w,p,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,e,k,s,g
e,x,p,w,p,k,v,d
e,f,p,w,e,n,s,g
e,f,p,w,e,n,a,g
e,f,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,f,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,x,p,w,e,k,a,g
e,f,p,w,e,n,s,g
p,x,p,w,p,k,v,u
e,x,p,w,p,k,y,d
e,f,p,w,e,n,s,g
p,f,p,w,p,n,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,f,p,w,e,n,s,g
e,x,p,w,e,k,s,g
e,x,p,w,p,k,n,m
e,x,p,w,e,n,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,e,n,a,g
p,f,p,w,p,n,s,u
e,x,p,w,p,n,v,d
p,f,p,w,p,k,s,u
p,f,p,w,p,n,v,g
e,x,p,w,p,n,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,n,y,d
e,x,p,w,e,k,a,g
e,x,p,w,p,n,y,d
e,f,p,w,e,n,s,g
e,f,p,w,e,k,a,g
e,x,p,w,e,k,a,g
e,x,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,e,k,a,g
e,x,p,w,p,k,y,d
p,f,p,w,p,n,v,u
e,x,p,w,p,n,s,g
p,f,p,w,p,k,s,g
e,f,p,w,e,n,s,g
e,f,p,w,e,k,a,g
p,f,p,w,p,n,v,g
e,x,p,w,e,n,a,g
e,x,p,w,e,k,s,g
e,x,p,w,p,k,v,d
e,f,p,w,e,k,a,g
e,x,p,w,e,n,s,g
e,f,p,w,e,n,a,g
e,f,p,w,e,k,s,g
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,e,k,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,e,k,a,g
e,x,p,w,p,n,v,d
e,x,p,w,e,k,a,g
e,b,p,w,p,k,s,m
e,x,p,w,p,k,v,d
e,f,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,e,n,a,g
e,x,p,w,e,k,s,g
e,x,p,w,e,n,a,g
e,x,p,w,e,k,a,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,e,n,s,g
e,f,p,w,e,n,s,g
e,x,p,w,e,k,s,g
e,x,p,w,p,n,s,p
e,x,p,w,p,n,v,d
e,x,p,w,e,k,s,g
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,e,n,a,g
e,x,p,w,p,k,s,m
e,x,p,w,e,n,s,g
e,f,p,w,e,n,a,g
e,f,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,e,n,a,g
e,x,p,w,p,k,n,m
e,f,p,w,e,n,s,g
p,f,p,w,p,n,v,g
e,f,p,w,e,n,s,g
e,x,p,w,p,n,v,d
e,x,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,f,p,w,p,k,v,u
e,f,p,w,e,n,a,g
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
p,x,p,w,p,n,v,u
e,x,p,w,p,k,n,m
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,e,n,s,g
e,f,p,w,e,n,s,g
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,f,p,w,e,k,s,g
e,f,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,f,p,w,p,k,s,u
e,x,p,w,p,k,v,d
e,x,p,w,e,n,a,g
e,b,p,w,p,n,s,m
e,x,p,w,e,n,s,g
e,f,p,w,e,k,s,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,e,k,s,g
p,x,p,w,p,k,s,g
e,x,p,w,e,n,a,g
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,x,p,w,p,n,v,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,y,g
p,f,p,w,p,k,s,g
e,x,p,w,p,k,v,d
e,x,p,w,e,n,s,g
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,f,p,w,p,n,v,u
e,f,p,w,p,n,y,d
p,x,p,w,p,k,s,g
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,e,n,a,g
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,e,n,s,g
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,e,k,s,g
p,x,p,w,l,h,y,p
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
p,f,p,w,p,k,v,g
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,e,n,a,g
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,f,p,w,e,n,s,g
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,e,k,a,g
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,e,k,s,g
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
p,f,p,w,p,k,s,u
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,e,k,s,g
e,x,p,w,p,n,v,d
e,x,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,e,n,s,g
e,f,p,w,p,n,y,d
e,f,p,w,e,n,s,g
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
p,f,p,w,p,n,s,u
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
p,f,p,w,p,n,v,u
e,x,p,w,p,k,v,d
e,f,p,w,e,k,s,g
e,x,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,y,d
e,x,p,w,p,k,y,d
e,x,p,w,e,k,a,g
p,x,p,w,p,n,v,g
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
p,x,p,w,p,k,v,g
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,v,d
p,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
p,x,p,w,l,h,y,g
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,e,n,a,g
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
p,f,p,w,p,k,s,u
e,x,p,w,e,n,s,g
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,e,n,s,g
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
p,f,p,w,p,n,v,u
e,f,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,v,d
e,f,p,w,e,k,s,g
e,x,p,w,e,n,a,g
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
p,x,p,w,p,n,s,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,e,n,s,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
p,x,p,w,l,h,y,p
e,f,p,w,p,k,v,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
p,x,p,w,l,h,y,d
p,x,p,w,p,n,s,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
p,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,f,p,w,p,k,v,d
e,x,p,w,p,k,y,d
p,x,p,w,l,h,y,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,x,p,w,p,n,v,d
p,x,p,w,l,h,v,g
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,n,v,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,x,p,w,p,k,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,n,y,d
e,x,p,w,p,k,v,d
e,f,p,w,p,k,y,d
e,f,p,w,p,k,y,d
e,x,p,w,p,k,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
p,x,p,w,l,h,v,p
e,x,p,w,p,n,v,d
e,f,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,x,p,w,p,n,v,d
e,x,p,w,p,k,y,d
e,f,p,w,p,n,v,d
e,f,p,w,p,n,y,d
